sightability_score,sightability_tier,scientific_name,common_name_en,common_name_es,category,phylum,class,order,family,has_photo,inat_observations,observation_count,wikipedia_url
40,uncommon,Synalpheus spinifrons,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Alpheidae,yes,8,1,
40,uncommon,Miomelon alarconi,Alarcon volute,,mollusks,Mollusca,Gastropoda,Neogastropoda,Volutidae,yes,1,7,https://en.wikipedia.org/wiki/Miomelon_alarconi
40,uncommon,Chaceon affinis,deep-sea red crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Geryonidae,yes,3,2,https://en.wikipedia.org/wiki/Chaceon_affinis
40,uncommon,Betaeus emarginatus,Hooded Snapping Shrimp,,crustaceans,Arthropoda,Malacostraca,Decapoda,Alpheidae,yes,4,1,
40,uncommon,Alpheus inca,,Camarón pistola inca,crustaceans,Arthropoda,Malacostraca,Decapoda,Alpheidae,yes,3,1,
40,uncommon,Pachycara gymninium,Nakedneck Eelpout,,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Zoarcidae,yes,1,1,
35,rare,Paranthus niveus,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,yes,8,4,
35,rare,Aglaophamus macroura,purple worm,,worms,Annelida,Polychaeta,Phyllodocida,Nephtyidae,yes,8,3,
35,rare,Montemaria horridula,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Caulacanthaceae,yes,9,2,
35,rare,Trichopeltarion hystricosum,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Trichopeltariidae,yes,1,9,
35,rare,Corynactis chilensis,,,cnidarians,Cnidaria,Hexacorallia,Corallimorpharia,Corallimorphidae,yes,8,2,
35,rare,Gelidium chilense,,,algae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,yes,9,1,
35,rare,Stereomastis suhmi,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Polychelidae,yes,1,6,https://en.wikipedia.org/wiki/Stereomastis_suhmi
35,rare,Molgula pedunculata,,,fish_and_vertebrates,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,yes,5,2,
35,rare,Seriolella porosa,silver warehou,Cojinova del norte,fish_and_vertebrates,Chordata,Teleostei,Scombriformes,Centrolophidae,yes,2,4,
35,rare,Caecum chilense,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Caecidae,yes,5,1,
35,rare,Maldane sarsi,bambooworm,,worms,Annelida,Polychaeta,,Maldanidae,yes,5,1,
35,rare,Coryphaenoides delsolari,Trident grenadier,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,yes,1,4,
35,rare,Notocheirus hubbsi,Surf Silverside,Pejerrey Surfista,fish_and_vertebrates,Chordata,Teleostei,Atheriniformes,Notocheiridae,yes,1,4,http://en.wikipedia.org/wiki/Notocheirus_hubbsi
35,rare,Lucigadus nigromaculatus,Blackspot Whiptail,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,yes,3,2,https://en.wikipedia.org/wiki/Blackspotted_grenadier
35,rare,Pseudostichopus mollis,sandy sea cucumber,,echinoderms,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,yes,4,1,
35,rare,Nezumia convergens,Peruvian grenadier,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,yes,1,2,
35,rare,Nezumia pulchella,thumb grenadier,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,yes,1,2,
35,rare,Guttigadus globiceps,Fathead Cod,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Moridae,yes,1,2,https://en.wikipedia.org/wiki/Guttigadus_globiceps
35,rare,Bathypterois atricolor,Attenuated Spiderfish,,fish_and_vertebrates,Chordata,Teleostei,Aulopiformes,Ipnopidae,yes,2,1,
35,rare,Notophycis marginata,Forkbeard Cod,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Moridae,yes,2,1,https://en.wikipedia.org/wiki/Dwarf_codling
35,rare,Hydrolagus macrophthalmus,Big-eye Chimaera,,fish_and_vertebrates,Chordata,Holocephali,Chimaeriformes,Chimaeridae,yes,2,1,http://en.wikipedia.org/wiki/Bigeye_chimaera
35,rare,Ophiomusa lymani,Lyman's Deep-sea Brittle Star,,echinoderms,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,yes,2,1,
35,rare,Schedophilus huttoni,New Zealand Ruffe,,fish_and_vertebrates,Chordata,Teleostei,Scombriformes,Centrolophidae,yes,1,1,https://en.wikipedia.org/wiki/New_Zealand_ruffe
35,rare,Hippasteria lepidonotus,,,echinoderms,Echinodermata,Asteroidea,Valvatida,Goniasteridae,yes,1,1,
30,rare,Parantheopsis ocellata,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,yes,3,14,
30,rare,Scurria plana,,,mollusks,Mollusca,Gastropoda,,Lottiidae,yes,2,10,https://en.wikipedia.org/wiki/Scurria_plana
30,rare,Aeneator fontainei,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,yes,2,10,
30,rare,Auchenionchus microcirrhis,,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Labrisomidae,yes,1,10,http://en.wikipedia.org/wiki/Auchenionchus_microcirrhis
30,rare,Gelidium rex,,,algae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,yes,2,7,
30,rare,Epigonus crassicaudus,,,fish_and_vertebrates,Chordata,Teleostei,Acropomatiformes,Epigonidae,yes,2,6,
30,rare,Ennucula grayi,,,mollusks,Mollusca,Bivalvia,Nuculida,Nuculidae,yes,3,5,
30,rare,Coelorinchus aconcagua,,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,yes,1,6,
30,rare,Austrofusus steinmanni,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,yes,2,5,
30,rare,Talismania aphos,,,fish_and_vertebrates,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,yes,1,5,
30,rare,Maurea delli,,,mollusks,Mollusca,Gastropoda,Trochida,Calliostomatidae,yes,1,5,https://en.wikipedia.org/wiki/Maurea_delli
30,rare,Eurypanopeus crenatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Panopeidae,yes,4,1,
30,rare,Holothuriophilus pacificus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,yes,3,1,
30,rare,Isocheles aequimanus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Diogenidae,yes,2,1,
30,rare,Corystoides chilensis,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Belliidae,yes,2,1,
30,rare,Pinnixa valdiviensis,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,yes,2,1,
30,rare,Calyptraeotheres politus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,yes,1,1,
30,rare,Alpheopsis chilensis,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Alpheidae,yes,1,1,
30,rare,Paralomis otsuae,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Lithodidae,yes,1,1,
30,rare,Austinixa transversalis,,Cangrejo chícharo,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,no,1,1,
25,rare,Ceratothoa gaudichaudii,,,crustaceans,Arthropoda,Malacostraca,Isopoda,Cymothoidae,yes,9,3,
25,rare,Bathybembix humboldti,,,mollusks,Mollusca,Gastropoda,Seguenziida,Calliotropidae,yes,4,4,https://en.wikipedia.org/wiki/Bathybembix_humboldti
25,rare,Auchenionchus crinitus,,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Labrisomidae,yes,3,4,http://en.wikipedia.org/wiki/Auchenionchus_crinitus
25,rare,Bathycyathus chilensis,,,cnidarians,Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,yes,4,3,
25,rare,Macoploma inornata,,,mollusks,Mollusca,Bivalvia,Cardiida,Tellinidae,yes,4,1,
25,rare,Gastroclonium cylindricum,,,algae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,yes,4,1,
25,rare,Fulgurofusus tomicici,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Columbariidae,yes,1,3,
25,rare,Acesta patagonica,,,mollusks,Mollusca,Bivalvia,Limida,Limidae,yes,2,2,
25,rare,Retrotapes lenticularis,,,mollusks,Mollusca,Bivalvia,Venerida,Veneridae,yes,3,1,
25,rare,Centroscyllium nigrum,Combtooth Dogfish,tollo negro,fish_and_vertebrates,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,yes,0,3,http://en.wikipedia.org/wiki/Combtooth_dogfish
25,rare,Hormathia pectinata,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,yes,1,2,
25,rare,Madrepora oculata,zigzag coral,,cnidarians,Cnidaria,Hexacorallia,Scleractinia,Madreporidae,yes,0,2,http://en.wikipedia.org/wiki/Madrepora_oculata
25,rare,Cyclocardia compressa,,,mollusks,Mollusca,Bivalvia,Carditida,Carditidae,yes,1,1,
25,rare,Nucula pisum,,,mollusks,Mollusca,Bivalvia,Nuculida,Nuculidae,yes,1,1,
25,rare,Ulvella lens,,,algae,Chlorophyta,Ulvophyceae,Ulvales,Ulvellaceae,no,1,44,
25,rare,Grimothea johni,yellow squat lobster,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munididae,no,0,8,https://en.wikipedia.org/wiki/Grimothea_johni
25,rare,Projasus bahamondei,Chilean jagged lobster,dalmacita,crustaceans,Arthropoda,Malacostraca,Decapoda,Palinuridae,no,0,7,
25,rare,Haliporoides diomedeae,Chilean knife shrimp,Camarón cuchilla,crustaceans,Arthropoda,Malacostraca,Decapoda,Solenoceridae,no,0,6,
25,rare,Sterechinus agassizii,,,echinoderms,Echinodermata,Echinoidea,Camarodonta,Echinidae,no,1,3,
25,rare,Bathyraja longicauda,Slimtail Skate,Raya De Cola Larga,fish_and_vertebrates,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,no,0,1,http://en.wikipedia.org/wiki/Slimtail_skate
20,rare,Aora typica,,,crustaceans,Arthropoda,Malacostraca,Amphipoda,Aoridae,yes,5,1,
20,rare,Nephasoma (Nephasoma) diaphanes,peanut worm,,worms,Annelida,,Sipuncula,Golfingiidae,yes,2,1,
20,rare,Euplax leptophthalmus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Macrophthalmidae,yes,0,1,https://en.wikipedia.org/wiki/Euplax_leptophthalmus
20,rare,Lessonia nigrescens,,,algae,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,no,0,62,https://en.wikipedia.org/wiki/Lessonia_nigrescens
20,rare,Amphioplus (Amphioplus) magellanicus,,,echinoderms,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,no,0,52,
20,rare,Gracilechinus multidentatus,,,echinoderms,Echinodermata,Echinoidea,Camarodonta,Echinidae,no,0,9,
20,rare,Myxodes cristatus,Sailfin Weedfish,Doncella,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Clinidae,no,0,5,https://en.wikipedia.org/wiki/Myxodes_cristatus
20,rare,Pseudarchaster discus,,,echinoderms,Echinodermata,Asteroidea,Paxillosida,Pseudarchasteridae,no,0,5,https://en.wikipedia.org/wiki/Pseudarchaster_discus
20,rare,Plesionika richardi,Richard's shrimp,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pandalidae,no,0,1,
20,rare,Sympagurus dimorphus,cloaked hermit crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Parapaguridae,no,0,1,
20,rare,Nephropsis occidentalis,Pacific lobsterette,Cigala del Pacifico,crustaceans,Arthropoda,Malacostraca,Decapoda,Nephropidae,no,0,1,
15,unlikely,Paraprionospio pinnata,,,worms,Annelida,Polychaeta,Spionida,Spionidae,yes,2,4,
15,unlikely,Melinna cristata,,,worms,Annelida,Polychaeta,Terebellida,Melinnidae,yes,3,2,
15,unlikely,Spiophanes kroyeri,,,worms,Annelida,Polychaeta,Spionida,Spionidae,yes,2,2,
15,unlikely,Ceratocephale loveni,,,worms,Annelida,Polychaeta,Phyllodocida,Nereididae,yes,1,2,
15,unlikely,Achelia assimilis,,,crustaceans,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,yes,2,1,https://en.wikipedia.org/wiki/Achelia_assimilis
15,unlikely,Leitoscoloplos pugettensis,,,worms,Annelida,Polychaeta,,Orbiniidae,yes,2,1,
15,unlikely,Nephtys paradoxa,,,worms,Annelida,Polychaeta,Phyllodocida,Nephtyidae,yes,1,1,
15,unlikely,Lottia mimica,,,mollusks,Mollusca,Gastropoda,,Lottiidae,yes,0,1,
15,unlikely,Actinostola crassicornis,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,yes,0,1,
15,unlikely,Pagurus delsolari,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Paguridae,no,0,10,
15,unlikely,Lophorochinia parabranchia,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Epialtidae,no,0,5,
15,unlikely,Paralophaster antarcticus,,,echinoderms,Echinodermata,Asteroidea,Valvatida,Solasteridae,no,0,4,
15,unlikely,Nezumia pudens,Atacama grenadier,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,no,0,3,
15,unlikely,Trachyrincus helolepis,armourhead grenadier,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,no,0,3,
15,unlikely,Pandora braziliensis,,,mollusks,Mollusca,Bivalvia,,Pandoridae,no,1,2,
15,unlikely,Cryptophialus minutus,,,crustaceans,Arthropoda,Thecostraca,Cryptophialida,Cryptophialidae,no,1,2,https://en.wikipedia.org/wiki/Cryptophialus_minutus
15,unlikely,Lophaster stellans,,,echinoderms,Echinodermata,Asteroidea,Valvatida,Solasteridae,no,0,2,
15,unlikely,Myxoderma qawashqari,,,echinoderms,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,no,0,2,
15,unlikely,Hygophum hanseni,Hansen's Lanternfish,,fish_and_vertebrates,Chordata,Teleostei,Myctophiformes,Myctophidae,no,0,1,https://en.wikipedia.org/wiki/Hygophum
15,unlikely,Guttigadus kongi,Austral Cod,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Moridae,no,0,1,https://en.wikipedia.org/wiki/Guttigadus_kongi
15,unlikely,Halosaurus radiatus,Albatross halosaur,,fish_and_vertebrates,Chordata,Teleostei,Notacanthiformes,Halosauridae,no,0,1,https://en.wikipedia.org/wiki/Halosaurus_radiatus
15,unlikely,Eptatretus nanii,Valparaiso Hagfish,,fish_and_vertebrates,Chordata,Myxini,Myxiniformes,Myxinidae,no,0,1,
15,unlikely,Acodontaster elongatus granuliferus,,,echinoderms,Echinodermata,Asteroidea,Valvatida,Odontasteridae,no,0,1,
15,unlikely,Anasterias varia,,,echinoderms,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,no,0,1,
10,unlikely,Deutella incerta,,,crustaceans,Arthropoda,Malacostraca,Amphipoda,Caprellidae,yes,3,1,
10,unlikely,Platyscelus ovoides,,,crustaceans,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,yes,2,1,
10,unlikely,Cylista nymphaea,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Sagartiidae,no,0,14,
10,unlikely,Thielesyrinx chilensis,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Turridae,no,0,12,
10,unlikely,Nemactis rubus,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,,no,0,8,
10,unlikely,Corallina officinalis var. chilensis,,,algae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,no,0,7,
10,unlikely,Bathybembix macdonaldi,,,mollusks,Mollusca,Gastropoda,Seguenziida,Calliotropidae,no,0,6,https://en.wikipedia.org/wiki/Bathybembix_macdonaldi
10,unlikely,Coelorinchus chilensis,,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,no,0,5,
10,unlikely,Limopsis marionensis,,,mollusks,Mollusca,Bivalvia,Arcida,Limopsidae,no,0,5,
10,unlikely,Trophon bahamondei,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,no,0,5,
10,unlikely,Saccella cuneata,,,mollusks,Mollusca,Bivalvia,Nuculanida,Nuculanidae,no,0,5,
10,unlikely,Suberites puncturatus,,,sponges,Porifera,Demospongiae,Suberitida,Suberitidae,no,0,5,
10,unlikely,Antho (Plocamia) inconspicua,,,sponges,Porifera,Demospongiae,Poecilosclerida,Microcionidae,no,0,5,
10,unlikely,Calocarides rostriserratus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Axiidae,no,0,4,
10,unlikely,Typhlonida propinqua,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munididae,no,0,4,
10,unlikely,Uroptychus parvulus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Chirostylidae,no,0,3,
10,unlikely,Munidopsis barrerai,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munidopsidae,no,0,3,
10,unlikely,Munidopsis hamata,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munidopsidae,no,0,3,
10,unlikely,Grimothea montemaris,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munididae,no,0,3,
10,unlikely,Nematocarcinus longirostris,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,no,0,2,
10,unlikely,Sternostylus hendersoni,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Sternostylidae,no,0,2,
10,unlikely,Lycenchelys scaurus,,,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Zoarcidae,no,0,1,
10,unlikely,Oplophorus novaezeelandiae,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Oplophoridae,no,0,1,
10,unlikely,Oncopagurus haigae,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Parapaguridae,no,0,1,
10,unlikely,Lithodes turkayi,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Lithodidae,no,0,1,https://en.wikipedia.org/wiki/Lithodes_turkayi
10,unlikely,Pasiphaea acutifrons,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,no,0,1,
10,unlikely,Neolithodes diomedeae,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Lithodidae,no,0,1,https://en.wikipedia.org/wiki/Neolithodes_diomedeae
10,unlikely,Munidopsis aspera,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munidopsidae,no,0,1,
10,unlikely,Munidopsis palmatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munidopsidae,no,0,1,
10,unlikely,Munidopsis villosa,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Munidopsidae,no,0,1,
10,unlikely,Paralomis tuberipes,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Lithodidae,no,0,1,
10,unlikely,Inachoides lambriformis,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Inachoididae,no,0,1,
10,unlikely,Metopocarcinus truncatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Panopeidae,no,0,1,
10,unlikely,Panopeus convexus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Panopeidae,no,0,1,
10,unlikely,Gaudichaudia tridentatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Xanthidae,no,0,1,
10,unlikely,Callichirus seilacheri,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Callichiridae,no,0,1,
10,unlikely,Megalobrachium peruvianum,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,no,0,1,
10,unlikely,Pasiphaea dofleini,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,no,0,1,
10,unlikely,Campylonotus semistriatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Campylonotidae,no,0,1,
10,unlikely,Lysmata porteri,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Lysmatidae,no,0,1,
10,unlikely,Glyphocrangon loricata,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,no,0,1,
10,unlikely,Phorcosergia phorca,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Sergestidae,no,0,1,
10,unlikely,Pachycheles chilensis,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,no,0,1,
5,unlikely,Monomitopus agassizii,,,fish_and_vertebrates,Chordata,Teleostei,Ophidiiformes,Ophidiidae,no,0,4,https://en.wikipedia.org/wiki/Monomitopus_agassizii
5,unlikely,Aeneator castillai,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,no,0,4,
5,unlikely,Aspalima mabilliana,,,mollusks,Mollusca,Bivalvia,Arcida,Limopsidae,no,0,4,
5,unlikely,Aiptasiomorpha elongata,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Aiptasiomorphidae,no,0,4,
5,unlikely,Laurencia chilensis,,,algae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,no,0,4,
5,unlikely,Asterfilopsis furcellata,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,no,0,4,
5,unlikely,Merica stuardoi,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,no,0,3,
5,unlikely,Maurea chilena,,,mollusks,Mollusca,Gastropoda,Trochida,Calliostomatidae,no,0,3,https://en.wikipedia.org/wiki/Maurea_chilena
5,unlikely,Diodora codoceoae,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,no,0,3,
5,unlikely,Ophiomastus molinae,,,echinoderms,Echinodermata,Ophiuroidea,Amphilepidida,Hemieuryalidae,no,0,3,
5,unlikely,Tedania (Tedaniopsis) mucosa,,,sponges,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,no,0,3,
5,unlikely,Styela changa,,,fish_and_vertebrates,Chordata,Ascidiacea,Stolidobranchia,Styelidae,no,0,2,
5,unlikely,Coelorinchus immaculatus,,,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Macrouridae,no,0,2,
5,unlikely,Emmelichthys cyanescens,,,fish_and_vertebrates,Chordata,Teleostei,Eupercaria incertae sedis,Emmelichthyidae,no,0,2,https://en.wikipedia.org/wiki/Emmelichthys_cyanescens
5,unlikely,Carditopsis flabellum,,,mollusks,Mollusca,Bivalvia,Carditida,Condylocardiidae,no,0,2,
5,unlikely,Eatoniella glomerosa,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Eatoniellidae,no,0,2,
5,unlikely,Eatoniella mcleani,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Eatoniellidae,no,0,2,
5,unlikely,Amphiura eugeniae,,,echinoderms,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,no,0,2,
5,unlikely,Solanometra antarctica,,,echinoderms,Echinodermata,Crinoidea,Comatulida,Antedonidae,no,0,2,
5,unlikely,Bathyplotes moseleyi,,,echinoderms,Echinodermata,Holothuroidea,Synallactida,Synallactidae,no,0,2,
5,unlikely,Asteroschema rubrum,,,echinoderms,Echinodermata,Ophiuroidea,Euryalida,Euryalidae,no,0,2,
5,unlikely,Ophiomusa biporica,,,echinoderms,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,no,0,2,
5,unlikely,Actinia mertensii,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,no,0,2,
5,unlikely,Peachia chilensis,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Peachiidae,no,0,2,
5,unlikely,Poecillastra compressa,,,sponges,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,no,0,2,
5,unlikely,Antarctotetilla leptoderma,,,sponges,Porifera,Demospongiae,Tetractinellida,Tetillidae,no,0,2,
5,unlikely,Aplidium longum,,,fish_and_vertebrates,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,no,0,1,
5,unlikely,Molgula diaguita,,,fish_and_vertebrates,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,no,0,1,
5,unlikely,Cataetyx simus,,,fish_and_vertebrates,Chordata,Teleostei,Ophidiiformes,Bythitidae,no,0,1,
5,unlikely,Chauliodus vasnetzovi,,,fish_and_vertebrates,Chordata,Teleostei,Stomiiformes,Stomiidae,no,0,1,https://en.wikipedia.org/wiki/Chauliodus_vasnetzovi
5,unlikely,Hippoglossina mystacium,,,fish_and_vertebrates,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,no,0,1,
5,unlikely,Acanthina unicornis,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,no,0,1,https://en.wikipedia.org/wiki/Acanthina_unicornis
5,unlikely,Miomelon philippianum,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Volutidae,no,0,1,
5,unlikely,Delectopecten polyleptus,,,mollusks,Mollusca,Bivalvia,Pectinida,Pectinidae,no,0,1,
5,unlikely,Solen gaudichaudi,,,mollusks,Mollusca,Bivalvia,Adapedonta,Solenidae,no,0,1,
5,unlikely,Oliva reclusa,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Olividae,no,0,1,https://en.wikipedia.org/wiki/Oliva_reclusa
5,unlikely,Cyamiomactra chilensis,,,mollusks,Mollusca,Bivalvia,,Cyamiidae,no,0,1,
5,unlikely,Malletia chilensis,,,mollusks,Mollusca,Bivalvia,Nuculanida,Malletiidae,no,0,1,
5,unlikely,Entodesma solemyalis,,,mollusks,Mollusca,Bivalvia,,Lyonsiidae,no,0,1,
5,unlikely,Limopsis jousseaumi,,,mollusks,Mollusca,Bivalvia,Arcida,Limopsidae,no,0,1,
5,unlikely,Nuculana louiseae,,,mollusks,Mollusca,Bivalvia,Nuculanida,Nuculanidae,no,0,1,
5,unlikely,Lasaea petitiana,,,mollusks,Mollusca,Bivalvia,Galeommatida,Lasaeidae,no,0,1,
5,unlikely,Chilina bulloides,,,mollusks,Mollusca,Gastropoda,,Chilinidae,no,0,1,
5,unlikely,Jitlada pumila,,,mollusks,Mollusca,Bivalvia,Cardiida,Tellinidae,no,0,1,
5,unlikely,Thyasira tomeana,,,mollusks,Mollusca,Bivalvia,Lucinida,Thyasiridae,no,0,1,
5,unlikely,Kurtiella deanneae,,,mollusks,Mollusca,Bivalvia,Galeommatida,Lasaeidae,no,0,1,
5,unlikely,Eatonina atacamae,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Cingulopsidae,no,0,1,
5,unlikely,Ophiacantha iquiquensis,,,echinoderms,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,no,0,1,
5,unlikely,Molpadia eltaninae,,,echinoderms,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,no,0,1,
5,unlikely,Ophiomitrella chilensis,,,echinoderms,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,no,0,1,
5,unlikely,Phelliactis pelophila,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,no,0,1,
5,unlikely,Thuiaria polycarpa,,,cnidarians,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,no,0,1,
5,unlikely,Bubaris vermiculata,,,sponges,Porifera,Demospongiae,Bubarida,Bubaridae,no,0,1,
5,unlikely,Tedania (Tedaniopsis) charcoti,,,sponges,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,no,0,1,
5,unlikely,Poecillastra sinetridens,,,sponges,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,no,0,1,
5,unlikely,Cryptonemia lobata,,,algae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,no,0,1,
0,unlikely,Rhincalanus nasutus,,,crustaceans,Arthropoda,Copepoda,Calanoida,Rhincalanidae,yes,1,1,https://en.wikipedia.org/wiki/Rhincalanus_nasutus
0,unlikely,Acanthochondria sicyasis,,,crustaceans,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,yes,1,1,
