sightability_score,sightability_tier,scientific_name,common_name_en,common_name_es,category,phylum,class,order,family,has_photo,inat_observations,observation_count,wikipedia_url
60,common,Scurria variabilis,,,mollusks,Mollusca,Gastropoda,,Lottiidae,yes,32,66,https://en.wikipedia.org/wiki/Scurria_variabilis
60,common,Chirodactylus variegatus,Peruvian morwong,Bilagay,fish_and_vertebrates,Chordata,Teleostei,Centrarchiformes,Cheilodactylidae,yes,92,1,https://en.wikipedia.org/wiki/Chirodactylus_variegatus
60,common,Thaisella chocolata,,Locate,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,yes,90,2,https://en.wikipedia.org/wiki/Thaisella_chocolata
60,common,Felicioliva peruviana,,Gorilas,mollusks,Mollusca,Gastropoda,Neogastropoda,Olividae,yes,83,4,https://en.wikipedia.org/wiki/Felicioliva_peruviana
60,common,Aphos porosus,Banded Toadfish,Bagre de mar,fish_and_vertebrates,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,yes,79,4,http://en.wikipedia.org/wiki/Aphos_porosus
60,common,Antimora rostrata,Violet Cod,Mollera azul,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Moridae,yes,76,2,http://en.wikipedia.org/wiki/Blue_antimora
60,common,Merluccius gayi,chilean whiting,maltona,fish_and_vertebrates,Chordata,Teleostei,Gadiformes,Merlucciidae,yes,65,4,http://en.wikipedia.org/wiki/Merluccius_gayi
60,common,Scartichthys gigas,Giant Blenny,Borracho Gigante,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Blenniidae,yes,63,4,http://en.wikipedia.org/wiki/Scartichthys_gigas
60,common,Chicoreus capucinus,Mangrove Murex,,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,yes,60,1,http://en.wikipedia.org/wiki/Chicoreus_capucinus
60,common,Girella laevifrons,Chilean nibbler,Baúnco,fish_and_vertebrates,Chordata,Teleostei,Centrarchiformes,Kyphosidae,yes,58,2,
60,common,Luidia magellanica,,,echinoderms,Echinodermata,Asteroidea,Paxillosida,Luidiidae,yes,53,4,http://en.wikipedia.org/wiki/Luidia_magellanica
60,common,Scartichthys crapulatus,Giant Green Blenny,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Blenniidae,yes,54,3,http://en.wikipedia.org/wiki/Scartichthys_viridis
60,common,Scartichthys viridis,Giant Green Blenny,Borrachito,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Blenniidae,yes,54,3,http://en.wikipedia.org/wiki/Scartichthys_viridis
60,common,Trachurus murphyi,Chilean jack mackerel,Jurel,fish_and_vertebrates,Chordata,Teleostei,Carangiformes,Carangidae,yes,46,8,http://en.wikipedia.org/wiki/Chilean_jack_mackerel
60,common,Leptonotus blainvilleanus,Deep-bodied Pipefish,Caballito de mar,fish_and_vertebrates,Chordata,Teleostei,Syngnathiformes,Syngnathidae,yes,51,2,https://en.wikipedia.org/wiki/Deep-bodied_pipefish
60,common,Aplodactylus punctatus,Zamba Marblefish,Jerguilla,fish_and_vertebrates,Chordata,Teleostei,Centrarchiformes,Aplodactylidae,yes,50,2,https://en.wikipedia.org/wiki/Aplodactylus_punctatus
60,common,Agonopsis chiloensis,Snailfish,Acorazadito,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Agonidae,yes,42,3,https://en.wikipedia.org/wiki/Agonopsis_chiloensis
60,common,Isacia conceptionis,Cabinza Grunt,Cabinza,fish_and_vertebrates,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,yes,35,9,http://en.wikipedia.org/wiki/Isacia_conceptionis
60,common,Odontesthes regia,Chilean Silverside,Pejerrey de mar,fish_and_vertebrates,Chordata,Teleostei,Atheriniformes,Atherinopsidae,yes,35,9,http://en.wikipedia.org/wiki/Odontesthes_regia
60,common,Genypterus chilensis,Red Cusk-eel,Congrio colorado,fish_and_vertebrates,Chordata,Teleostei,Ophidiiformes,Ophidiidae,yes,32,11,
60,common,Congiopodus peruvianus,Horsefish,Cacique,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Congiopodidae,yes,40,2,
60,common,Bovichtus chilensis,Chilean Thornfish,Torito,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Bovichtidae,yes,39,2,
60,common,Gorgonocephalus chilensis,Chilean Basket Star,Estrella canasta chilena,echinoderms,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,yes,34,6,
60,common,Acanthocyclus albatrossis,Fringy Arm Wrestler Crab,Cangrejo a franjas pulseando,crustaceans,Arthropoda,Malacostraca,Decapoda,Belliidae,yes,37,2,
60,common,Leptuca stenodactylus,Narrow-fingered Fiddler Crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Ocypodidae,yes,29,2,
60,common,Nauticaris magellanica,Magellan Shrimp,Camaroncito,crustaceans,Arthropoda,Malacostraca,Decapoda,Hippolytidae,yes,26,1,
60,common,Blepharipoda spinosa,,Cangrejo excavador espinoso,crustaceans,Arthropoda,Malacostraca,Decapoda,Blepharipodidae,yes,21,1,
60,common,Aeolidia papillosa,Common Grey Sea Slug,Babosa gris,mollusks,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,yes,19,0,https://en.wikipedia.org/wiki/Aeolidia_papillosa
60,common,Diaulula variolata,,Babosa áspera,mollusks,Mollusca,Gastropoda,Nudibranchia,Discodorididae,yes,18,0,
60,common,Psammobatis scobina,Raspthorn Sandskate,Raya Pequén,fish_and_vertebrates,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,yes,14,1,
60,common,Thecacera darwini,Darwin's Thecacera,Nudibranquio de Darwin,mollusks,Mollusca,Gastropoda,Nudibranchia,Polyceridae,yes,15,0,https://en.wikipedia.org/wiki/Thecacera_darwini
60,common,Rostanga pulchra,Red Sponge Nudibranch,Nudibranquio rojo,mollusks,Mollusca,Gastropoda,Nudibranchia,Discodorididae,yes,14,0,https://en.wikipedia.org/wiki/Rostanga_pulchra
60,common,Bythaelurus canescens,Dusky Catshark,Pejegato Café,fish_and_vertebrates,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,yes,8,4,http://en.wikipedia.org/wiki/Dusky_catshark
60,common,Tyrinna delicata,Delicate Sea Slug,Babosa delicada,mollusks,Mollusca,Gastropoda,Nudibranchia,Tyrinidae,yes,12,0,
60,common,Okenia luna,Half Moon Nudibranch,Nudibranquio luna,mollusks,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,yes,11,0,
55,uncommon,Plocamium cartilagineum,,,algae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,yes,2154,1,
55,uncommon,Crassilabrum crassilabrum,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,yes,457,3,https://en.wikipedia.org/wiki/Obscurella
55,uncommon,Nacella magellanica,,,mollusks,Mollusca,Gastropoda,,Nacellidae,yes,405,1,http://en.wikipedia.org/wiki/Nacella_magellanica
55,uncommon,Crepipatella dilatata,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,yes,390,2,http://en.wikipedia.org/wiki/Crepipatella_dilatata
55,uncommon,Adenocystis utricularis,,,algae,Ochrophyta,Phaeophyceae,Ectocarpales,Adenocystaceae,yes,249,2,
55,uncommon,Dictyota kunthii,,,algae,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,yes,239,3,
55,uncommon,Chaetopleura peruviana,,,mollusks,Mollusca,Polyplacophora,Chitonida,Chaetopleuridae,yes,186,1,
55,uncommon,Hildenbrandia lecannellieri,,,algae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,yes,15,149,
55,uncommon,Prisogaster niger,,,mollusks,Mollusca,Gastropoda,Trochida,Turbinidae,yes,157,2,https://en.wikipedia.org/wiki/Prisogaster_niger
55,uncommon,Incatella cingulata,,,mollusks,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Turritellidae,yes,146,4,https://en.wikipedia.org/wiki/Incatella_cingulata
55,uncommon,Petalonia fascia,,,algae,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,yes,109,2,
55,uncommon,Fissurella costata,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,92,15,http://en.wikipedia.org/wiki/Fissurella_costata
55,uncommon,Fissurella latimarginata,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,102,4,http://en.wikipedia.org/wiki/Fissurella_latimarginata
55,uncommon,Fissurella nigra,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,103,1,http://en.wikipedia.org/wiki/Fissurella_nigra
55,uncommon,Petrolisthes laevigatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,97,1,https://en.wikipedia.org/wiki/Petrolisthes_laevigatus
55,uncommon,Bellia picta,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Belliidae,yes,97,1,http://en.wikipedia.org/wiki/Bellia
55,uncommon,Centroceras clavulatum,,,algae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,yes,79,9,
55,uncommon,Gaudichaudia gaudichaudii,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Xanthidae,yes,82,1,
55,uncommon,Leucippa pentagona,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Epialtidae,yes,76,1,
55,uncommon,Allopetrolisthes angulosus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,75,1,
55,uncommon,Parantheopsis cruentata,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,yes,59,14,
55,uncommon,Brachidontes granulatus,,,mollusks,Mollusca,Bivalvia,Mytilida,Mytilidae,yes,62,6,
55,uncommon,Fissurella limbata,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,55,11,https://en.wikipedia.org/wiki/Fissurella_limbata
55,uncommon,Nacella deaurata,golden limpet,,mollusks,Mollusca,Gastropoda,,Nacellidae,yes,48,4,http://en.wikipedia.org/wiki/Nacella_deaurata
55,uncommon,Acanthocyclus gayi,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Belliidae,yes,18,32,
55,uncommon,Notobalanus flosculus,,,crustaceans,Arthropoda,Thecostraca,Balanomorpha,Balanidae,yes,23,24,https://en.wikipedia.org/wiki/Notobalanus_flosculus
55,uncommon,Psolus squamatus,scaled sea cucumber,,echinoderms,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,yes,41,1,
55,uncommon,Graus nigra,Vieja negra,Vieja Negra,fish_and_vertebrates,Chordata,Teleostei,Centrarchiformes,Kyphosidae,yes,39,2,http://en.wikipedia.org/wiki/Graus_nigra
55,uncommon,Borostomias antarcticus,Antarctic Snaggletooth,,fish_and_vertebrates,Chordata,Teleostei,Stomiiformes,Stomiidae,yes,39,1,https://en.wikipedia.org/wiki/Large-eye_snaggletooth
55,uncommon,Caenocentrotus gibbosus,,,echinoderms,Echinodermata,Echinoidea,Camarodonta,Echinometridae,yes,35,3,http://en.wikipedia.org/wiki/Caenocentrotus_gibbosus
55,uncommon,Chromis crusma,Valparaiso Chromis,Chavela,fish_and_vertebrates,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,yes,36,2,https://en.wikipedia.org/wiki/Chromis_crusma
55,uncommon,Gobiesox marmoratus,Austral Clingfish,chalaco,fish_and_vertebrates,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,yes,33,4,
55,uncommon,Trachipterus altivelis,King-of-the-salmon,rey de los salmones,fish_and_vertebrates,Chordata,Teleostei,Lampriformes,Trachipteridae,yes,32,2,http://en.wikipedia.org/wiki/King-of-the-salmon
55,uncommon,Deania calceus,Birdbeak Dogfish,,fish_and_vertebrates,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,yes,26,4,https://en.wikipedia.org/wiki/Birdbeak_dogfish
55,uncommon,Cilus gilberti,Corvina Drum,Corvina,fish_and_vertebrates,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,yes,26,3,http://en.wikipedia.org/wiki/Cilus_gilberti
55,uncommon,Calliclinus geniguttatus,Beautiful Speckled Blenny,Doncella,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Labrisomidae,yes,15,13,https://en.wikipedia.org/wiki/Calliclinus_geniguttatus
55,uncommon,Discopyge tschudii,Apron Ray,Torpedo chico,fish_and_vertebrates,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,yes,27,1,http://en.wikipedia.org/wiki/Apron_ray
55,uncommon,Chaetopleura benaventei,Chilean Hairy Chiton,,mollusks,Mollusca,Polyplacophora,Chitonida,Chaetopleuridae,yes,27,1,
55,uncommon,Tetronarce tremens,Chilean Torpedo,Raya Torpedo Peruano,fish_and_vertebrates,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,yes,23,2,https://en.wikipedia.org/wiki/Chilean_torpedo
55,uncommon,Myxodes viridis,Emerald Weedfish,Trambollo Verde,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Clinidae,yes,17,7,https://en.wikipedia.org/wiki/Myxodes_viridis
55,uncommon,Gari solida,Solid Sanguin Clam,Culengue,mollusks,Mollusca,Bivalvia,Cardiida,Psammobiidae,yes,22,2,
55,uncommon,Ophichthus remiger,Punctuated Snake Eel,Tieso Punteado,fish_and_vertebrates,Chordata,Teleostei,Anguilliformes,Ophichthidae,yes,12,8,http://en.wikipedia.org/wiki/Punctuated_snake-eel
55,uncommon,Taliepus marginatus,Ridged Kelp Crab,Patuda,crustaceans,Arthropoda,Malacostraca,Decapoda,Epialtidae,yes,19,1,
55,uncommon,Acanthonyx petiverii,jackknife spider crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Epialtidae,yes,17,1,
55,uncommon,Euphylax dovii,,Cangrejo nadador,crustaceans,Arthropoda,Malacostraca,Decapoda,Portunidae,yes,17,1,
55,uncommon,Aculeola nigra,Hooktooth Dogfish,Quelvacho Tizón,fish_and_vertebrates,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,yes,12,5,http://en.wikipedia.org/wiki/Hooktooth_dogfish
55,uncommon,Pinnaxodes chilensis,,Jaiba del erizo,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,yes,16,1,
55,uncommon,Libidoclaea granaria,southern spider crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Epialtidae,yes,8,8,
55,uncommon,Stereomastis sculpta,flatback blind lobster,Langosta espalda plana,crustaceans,Arthropoda,Malacostraca,Decapoda,Polychelidae,yes,9,5,http://en.wikipedia.org/wiki/Polycheles_sculptus
55,uncommon,Propagurus gaudichaudii,Colorful Hermit Crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Paguridae,yes,13,1,
55,uncommon,Glyptolithodes cristatipes,,Centolla roja de california.,crustaceans,Arthropoda,Malacostraca,Decapoda,Lithodidae,yes,6,7,https://en.wikipedia.org/wiki/Glyptolithodes
55,uncommon,Cadlina sparsa,Dark-spot Cadlina,cadlina de manchas dispersas,mollusks,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,yes,9,0,
55,uncommon,Flabellina trilineata,Three-lined Aeolid,,mollusks,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,yes,8,0,https://en.wikipedia.org/wiki/Flabellina_trilineata
55,uncommon,Tritonia challengeriana,Challenger Tritonia,Tritonia pálida,mollusks,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,yes,8,0,
55,uncommon,Chromodoris clenchi,Clench's Chromodoris,,mollusks,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,yes,7,0,
55,uncommon,Limacia clavigera,Orange-clubbed Sea Slug,,mollusks,Mollusca,Gastropoda,Nudibranchia,Polyceridae,yes,6,0,https://en.wikipedia.org/wiki/Limacia_clavigera
55,uncommon,Doto uva,Grape-cluster Nudibranch,,mollusks,Mollusca,Gastropoda,Nudibranchia,Dotidae,yes,5,0,
55,uncommon,Janolus rebeccae,Rebecca's Janolus,,mollusks,Mollusca,Gastropoda,Nudibranchia,Proctonotidae,yes,5,0,
50,uncommon,Enoplochiton niger,,,mollusks,Mollusca,Polyplacophora,Chitonida,Chitonidae,yes,93,1,https://en.wikipedia.org/wiki/Enoplochiton_niger
50,uncommon,Trematocarpus dichotomus,,,algae,Rhodophyta,Florideophyceae,Plocamiales,Sarcodiaceae,yes,82,1,
50,uncommon,Gigartina skottsbergii,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,yes,79,1,
50,uncommon,Fissurella peruviana,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,62,1,https://en.wikipedia.org/wiki/Fissurella_peruviana
50,uncommon,Rhinocoryne humboldti,,,mollusks,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Batillariidae,yes,55,1,
50,uncommon,Rhodymenia skottsbergii,,,algae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,yes,40,5,
50,uncommon,Tetralobistes weddellii,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Diogenidae,yes,39,1,
50,uncommon,Pagurus perlatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Paguridae,yes,38,1,
50,uncommon,Leurocyclus tuberculosus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Inachoididae,yes,35,1,
50,uncommon,Betaeus truncatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Alpheidae,yes,27,1,
50,uncommon,Cancer porteri,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Cancridae,yes,23,4,
50,uncommon,Eurypodius latreillii,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Eurypodiidae,yes,23,3,
50,uncommon,Petrolisthes tuberculatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,22,2,
50,uncommon,Helcogrammoides chilensis,Chilean Triplefin,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Tripterygiidae,yes,18,4,http://en.wikipedia.org/wiki/Helcogrammoides_chilensis
50,uncommon,Petrolisthes desmarestii,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,20,1,
50,uncommon,Genypterus maculatus,Black Cusk-eel,Congrio negro,fish_and_vertebrates,Chordata,Teleostei,Ophidiiformes,Ophidiidae,yes,15,4,
50,uncommon,Asteronyx loveni,Giant Serpent Star,,echinoderms,Echinodermata,Ophiuroidea,Euryalida,Asteronychidae,yes,17,1,
50,uncommon,Strangomera bentincki,Araucanian herring,,fish_and_vertebrates,Chordata,Teleostei,Clupeiformes,Clupeidae,yes,10,4,https://en.wikipedia.org/wiki/Araucanian_herring
50,uncommon,Scomberesox scombroides,Southern Saury,,fish_and_vertebrates,Chordata,Teleostei,Beloniformes,Scomberesocidae,yes,12,2,https://en.wikipedia.org/wiki/Scomberesox_scombroides
50,uncommon,Hippoglossina macrops,Bigeye Flounder,Lenguado,fish_and_vertebrates,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,yes,5,8,
50,uncommon,Astrotoma agassizii,white brooding brittle star,,echinoderms,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,yes,5,8,
50,uncommon,Stromateus stellatus,Spotted butterfish,Pampanito,fish_and_vertebrates,Chordata,Teleostei,Scombriformes,Stromateidae,yes,11,2,
50,uncommon,Scartichthys variolatus,Juan Fernández giant blenny,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Blenniidae,yes,12,1,http://en.wikipedia.org/wiki/Scartichthys_variolatus
50,uncommon,Pterygosquilla armata,Patagonian Mantis Shrimp,,crustaceans,Arthropoda,Malacostraca,Stomatopoda,Squillidae,yes,6,6,
50,uncommon,Ophiogobius jenynsi,,Chanquete,fish_and_vertebrates,Chordata,Teleostei,Gobiiformes,Gobiidae,yes,10,2,https://en.wikipedia.org/wiki/Ophiogobius_jenynsi
50,uncommon,Henricia studeri,,,echinoderms,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,yes,6,5,
50,uncommon,Eptatretus polytrema,Fourteen-gilled Hagfish,Anguila babosa,fish_and_vertebrates,Chordata,Myxini,Myxiniformes,Myxinidae,yes,10,1,http://en.wikipedia.org/wiki/Eptatretus_polytrema
50,uncommon,Diaulula hispida,,,mollusks,Mollusca,Gastropoda,Nudibranchia,Discodorididae,yes,10,0,
50,uncommon,Lepidopa chilensis,Chilean Mole Crab,Cangrejo topo chileno,crustaceans,Arthropoda,Malacostraca,Decapoda,Albuneidae,yes,8,1,
50,uncommon,Diogenes edwardsii,Edwards's Hermit Crab,,crustaceans,Arthropoda,Malacostraca,Decapoda,Diogenidae,yes,6,1,
50,uncommon,Pinnixa bahamondei,Commensal Parchment Worm Crab,Cangrejo comensal,crustaceans,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,yes,5,1,
50,uncommon,Schroederichthys bivius,Narrowmouthed Catshark,Pintarroja del sur,fish_and_vertebrates,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,yes,3,1,http://en.wikipedia.org/wiki/Narrowmouthed_catshark
50,uncommon,Apristurus nasutus,Largenose Catshark,Pejegato Hocicón,fish_and_vertebrates,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,yes,2,1,http://en.wikipedia.org/wiki/Largenose_catshark
45,uncommon,Xanthochorus cassidiformis,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Muricidae,yes,49,2,https://en.wikipedia.org/wiki/Xanthochorus_cassidiformis
45,uncommon,Stenogramma interruptum,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,yes,48,1,
45,uncommon,Priene scabrum,,,mollusks,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,yes,41,2,https://en.wikipedia.org/wiki/Priene_scabrum
45,uncommon,Nothogenia fastigiata,,,algae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,yes,41,2,
45,uncommon,Codium dimorphum,,,algae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,yes,7,35,
45,uncommon,Nacella mytilina,,,mollusks,Mollusca,Gastropoda,,Nacellidae,yes,36,1,https://en.wikipedia.org/wiki/Nacella_mytilina
45,uncommon,Schottera nicaeensis,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,yes,32,1,http://en.wikipedia.org/wiki/Schottera_nicaeensis
45,uncommon,Fissurella cumingi,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,20,4,http://en.wikipedia.org/wiki/Fissurella_cumingi
45,uncommon,Fissurella pulchra,,,mollusks,Mollusca,Gastropoda,Lepetellida,Fissurellidae,yes,21,1,http://en.wikipedia.org/wiki/Fissurella_pulchra
45,uncommon,Normanichthys crockeri,Mote Sculpin,Mote camotillo,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Normanichthyidae,yes,4,17,http://en.wikipedia.org/wiki/Normanichthys_crockeri
45,uncommon,Chaetomorpha firma,,,algae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,yes,16,5,
45,uncommon,Pagurus villosus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Paguridae,yes,19,1,
45,uncommon,Liopetrolisthes mitra,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,19,1,
45,uncommon,Cereus herpetodes,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Sagartiidae,yes,13,6,
45,uncommon,Heterocarpus reedi,Chilean nylon shrimp,Camarón nailón,crustaceans,Arthropoda,Malacostraca,Decapoda,Pandalidae,yes,4,14,
45,uncommon,Auchenionchus variolosus,,,fish_and_vertebrates,Chordata,Teleostei,Blenniiformes,Labrisomidae,yes,11,6,http://en.wikipedia.org/wiki/Auchenionchus_variolosus
45,uncommon,Rhizoclonium tortuosum,,,algae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,yes,11,5,
45,uncommon,Pachycheles grossimanus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,14,2,
45,uncommon,Petrolisthes tuberculosus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,14,1,
45,uncommon,Cycloxanthops sexdecimdentatus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Xanthidae,yes,12,1,
45,uncommon,Ethmidium maculatum,Pacific Menhaden,Machuelo,fish_and_vertebrates,Chordata,Teleostei,Clupeiformes,Clupeidae,yes,8,4,https://en.wikipedia.org/wiki/Ethmidium
45,uncommon,Sebastes capensis,false jacobever,Vieja colorada,fish_and_vertebrates,Chordata,Teleostei,Perciformes,Sebastidae,yes,4,7,https://en.wikipedia.org/wiki/Sebastes_capensis
45,uncommon,Acanthocyclus hassleri,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Belliidae,yes,6,5,
45,uncommon,Seriolella violacea,Palm Ruff,Piña lisa,fish_and_vertebrates,Chordata,Teleostei,Scombriformes,Centrolophidae,yes,7,4,
45,uncommon,Liopetrolisthes patagonicus,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Porcellanidae,yes,10,1,
45,uncommon,Glyphocrangon alata,,Ccamarón acorazado,crustaceans,Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,yes,3,7,
45,uncommon,Diplopteraster verrucosus,,,echinoderms,Echinodermata,Asteroidea,Velatida,Pterasteridae,yes,7,3,
45,uncommon,Centroscyllium granulatum,Granular Dogfish,Tollo Fume,fish_and_vertebrates,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,yes,8,2,http://en.wikipedia.org/wiki/Granular_dogfish
45,uncommon,Rouleina attrita,Softskin Slickhead,,fish_and_vertebrates,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,yes,9,1,https://en.wikipedia.org/wiki/Rouleina_attrita
45,uncommon,Sciaena deliciosa,Lorna Drum,Cholo,fish_and_vertebrates,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,yes,9,1,
45,uncommon,Paralichthys microps,Small-eyed Flounder,Lenguado de Ojo Chico,fish_and_vertebrates,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,yes,9,1,
45,uncommon,Semirossia patagonica,Little Patagonian Bobtail,Globito de Patagonia,mollusks,Mollusca,Cephalopoda,Sepiolida,Sepiolidae,yes,6,1,http://en.wikipedia.org/wiki/Semirossia_patagonica
45,uncommon,Gurgesiella furvescens,Dusky Finless Skate,,fish_and_vertebrates,Chordata,Elasmobranchii,Rajiformes,Gurgesiellidae,yes,2,4,http://en.wikipedia.org/wiki/Dusky_finless_skate
45,uncommon,Corambe lucea,,,mollusks,Mollusca,Gastropoda,Nudibranchia,Corambidae,yes,6,0,
45,uncommon,Bornella anguilla,Anguilla Bornella,,mollusks,Mollusca,Gastropoda,Nudibranchia,Bornellidae,yes,4,0,https://en.wikipedia.org/wiki/Bornella_anguilla
45,uncommon,Felimare agassizii,Agassiz's Chromodorid,Nudibranquio de Agassiz,mollusks,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,yes,3,0,
40,uncommon,Alia unifasciata,,,mollusks,Mollusca,Gastropoda,Neogastropoda,Columbellidae,yes,19,3,
40,uncommon,Bunodactis hermafroditica,,,cnidarians,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,yes,7,12,
40,uncommon,Neorubra decipiens,,,algae,Rhodophyta,Florideophyceae,Halymeniales,Grateloupiaceae,yes,8,8,
40,uncommon,Clionaopsis platei,,,sponges,Porifera,Demospongiae,Clionaida,Clionaidae,yes,13,3,
40,uncommon,Gelidium lingulatum,,,algae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,yes,11,4,
40,uncommon,Chondrus canaliculatus,,,algae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,yes,10,2,
40,uncommon,Neotrypaea uncinata,,,crustaceans,Arthropoda,Malacostraca,Decapoda,Callianassidae,yes,9,1,
